,제조사,모델,연식,주행거리,연료,변속기,기통,구동방식,등급,유형,색상,상태,가격
252,jeep,commander,2006.0,366705,휘발유,자동,6,전륜구동,대형,SUV,기타,좋음,5400000
253,rover,lr2,2008.0,241768,휘발유,자동,6,사륜구동,대형,SUV,회색,좋음,9480000
254,ford,explorer,2006.0,253320,휘발유,자동,6,전륜구동,대형,SUV,흰색,좋음,7188000
255,nissan,xterra,2002.0,395112,휘발유,기타,6,전륜구동,대형,SUV,파란색,좋음,5988000
256,ram,2500,1999.0,383144,휘발유,자동,6,전륜구동,대형,트럭,초록색,좋음,10788000
257,toyota,highlander,2011.0,249398,휘발유,자동,6,후륜구동,대형,SUV,은색,좋음,15588000
258,chevrolet,silverado 1500,2016.0,118509,휘발유,자동,8,전륜구동,대형,트럭,빨간색,좋음,33480000
259,dodge,brothers,1941.0,1608998,휘발유,자동,6,전륜구동,대형,세단,초록색,좋음,4740000
260,nissan,cube,2011.0,171900,휘발유,자동,4,후륜구동,대형,SUV,검은색,좋음,7188000
261,dodge,challenger,2016.0,58121,휘발유,자동,6,전륜구동,중형,쿠페,주황색,좋음,28680000
262,gmc,sierra 1500,2011.0,169570,휘발유,자동,8,사륜구동,대형,트럭,흰색,좋음,26388000
263,chevrolet,silverado 1500,2014.0,225667,휘발유,자동,8,사륜구동,대형,트럭,검은색,좋음,37800000
264,jeep,grand cherokee,2000.0,356490,휘발유,자동,6,후륜구동,대형,SUV,흰색,좋음,3360000
265,ford,f-150,2018.0,195487,휘발유,자동,8,사륜구동,대형,트럭,흰색,좋음,39480000
266,ram,1500,2015.0,219350,휘발유,자동,8,전륜구동,대형,트럭,은색,좋음,21480000
267,dodge,grand caravan,2019.0,75418,휘발유,자동,6,후륜구동,대형,밴,검은색,좋음,20280000
268,dodge,grand caravan,2019.0,75928,휘발유,자동,6,후륜구동,대형,밴,흰색,좋음,19080000
269,honda,odyssey ex-l,2008.0,384776,휘발유,자동,6,후륜구동,대형,미니밴,회색,좋음,5040000
270,chevrolet,corvette,1966.0,90104,휘발유,수동,8,전륜구동,중형,쿠페,파란색,새거같음,105600000
271,ford,fusion se,2011.0,122525,휘발유,자동,4,후륜구동,중형,세단,파란색,훌륭함,8400000
272,chevrolet,corvette,1976.0,70796,휘발유,자동,8,전륜구동,준중형,기타,빨간색,좋음,18600000
273,dodge,magnum sxt,2005.0,250843,휘발유,자동,8,전륜구동,대형,세단,은색,훌륭함,4798800
274,chevrolet,tahoe,2015.0,180933,휘발유,자동,8,전륜구동,대형,SUV,흰색,좋음,40680000
275,ford,f-150,2017.0,70401,휘발유,자동,8,전륜구동,대형,트럭,빨간색,좋음,36300000
276,nissan,armada,2011.0,263876,휘발유,자동,8,전륜구동,대형,SUV,흰색,훌륭함,9480000
277,nissan,altima,2013.0,267094,휘발유,자동,4,후륜구동,대형,세단,빨간색,좋음,4800000
278,infiniti,qx56,2007.0,318582,휘발유,자동,8,사륜구동,대형,SUV,흰색,좋음,6600000
279,lexus,hs250,2010.0,231219,휘발유,자동,4,후륜구동,중형,세단,흰색,훌륭함,10740000
280,ford,mustang convertible,2013.0,49879,휘발유,자동,6,전륜구동,중형,컨버터블,빨간색,훌륭함,17400000
281,nissan,rogue sl,2011.0,144533,휘발유,자동,4,후륜구동,중형,SUV,은색,훌륭함,11773200
282,ram,2500,2016.0,84855,휘발유,자동,8,사륜구동,대형,픽업트럭,흰색,훌륭함,39480000
283,ford,mustang gt convertible,2002.0,180208,휘발유,수동,8,전륜구동,중형,컨버터블,회색,훌륭함,9000000
284,toyota,corolla xle,2009.0,209170,휘발유,자동,4,후륜구동,준중형,세단,기타,새거같음,9588000
285,toyota,rav4,2017.0,140546,휘발유,자동,4,후륜구동,대형,SUV,파란색,좋음,19080000
286,cadillac,escalade,2015.0,172163,휘발유,자동,8,사륜구동,대형,SUV,검은색,좋음,42540000
287,ford,transit,2016.0,166634,휘발유,자동,6,전륜구동,대형,밴,흰색,훌륭함,25080000
288,ford,transit,2016.0,182011,휘발유,자동,6,전륜구동,중형,밴,흰색,훌륭함,21960000
289,ford,transit,2015.0,131843,휘발유,자동,6,전륜구동,대형,밴,흰색,훌륭함,22680000
290,ford,transit,2019.0,36857,휘발유,자동,6,전륜구동,대형,밴,흰색,새거같음,33480000
291,chevrolet,silverado 1500,2019.0,26088,휘발유,자동,8,전륜구동,대형,트럭,흰색,새거같음,34680000
292,ford,transit,2018.0,32839,휘발유,자동,6,전륜구동,대형,밴,흰색,새거같음,30240000
293,ford,transit,2016.0,189936,휘발유,자동,6,전륜구동,중형,밴,흰색,훌륭함,21480000
294,ford,transit,2019.0,35116,휘발유,자동,6,전륜구동,대형,밴,흰색,새거같음,33480000
295,ford,transit,2016.0,181340,휘발유,자동,6,전륜구동,대형,밴,흰색,훌륭함,22680000
296,toyota,camry,2009.0,317180,휘발유,자동,4,후륜구동,대형,세단,은색,훌륭함,7798800
297,ford,explorer xlt,2004.0,247786,휘발유,자동,6,전륜구동,중형,SUV,검은색,좋음,5400000
298,pontiac,g6,2006.0,268703,휘발유,자동,3,후륜구동,중형,쿠페,은색,파손,1138800
299,ford,taurus sel,2015.0,164673,휘발유,자동,6,후륜구동,대형,세단,흰색,새거같음,12588000
300,kia,cadenza premium sedan 4d,2014.0,169932,휘발유,자동,6,후륜구동,대형,세단,흰색,훌륭함,13620000
301,chevrolet,corvette stingray 1lt,2016.0,20714,휘발유,수동,8,전륜구동,대형,쿠페,빨간색,새거같음,56280000
302,jeep,wrangler,1997.0,259049,휘발유,수동,6,사륜구동,준중형,SUV,흰색,훌륭함,10500000
303,jeep,grand cherokee,2017.0,121080,휘발유,자동,6,전륜구동,대형,SUV,회색,훌륭함,28798800
304,mercedes-benz,sprinter 2500,2013.0,82828,휘발유,자동,6,전륜구동,대형,밴,검은색,훌륭함,31140000
305,toyota,tacoma,2017.0,112734,휘발유,자동,6,사륜구동,대형,트럭,검은색,새거같음,42000000
306,mini,cooper,2015.0,194689,휘발유,수동,4,후륜구동,준중형,해치백,검은색,훌륭함,9240000
307,chevrolet,monte carlo ss,2003.0,534188,휘발유,자동,6,후륜구동,대형,쿠페,노란색,좋음,1500000
308,ford,focus,2013.0,217215,휘발유,자동,4,후륜구동,중형,세단,검은색,훌륭함,6720000
309,mercury,caliente,1967.0,157682,휘발유,자동,8,전륜구동,대형,컨버터블,빨간색,훌륭함,23970000
310,gmc,envoy,2002.0,147062,경유,자동,6,사륜구동,대형,SUV,기타,좋음,8388000
311,chevrolet,express cargo van,2006.0,207379,휘발유,자동,8,전륜구동,대형,트럭,흰색,좋음,23988000
312,chevrolet,express cargo van,2013.0,281211,경유,자동,8,전륜구동,중형,밴,흰색,좋음,20988000
313,chevrolet,cc4500,2006.0,187450,휘발유,자동,8,전륜구동,대형,트럭,흰색,좋음,29988000
314,ford,econoline cargo van,2008.0,172555,휘발유,자동,8,전륜구동,대형,트럭,흰색,좋음,29988000
315,ford,econoline cargo van,2008.0,173236,휘발유,자동,8,전륜구동,대형,트럭,흰색,좋음,31188000
316,ford,super duty f-550 drw,2014.0,219226,경유,자동,8,사륜구동,대형,트럭,흰색,좋음,40788000
317,ford,f-450 sd,2012.0,196220,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,37188000
318,bmw,325i,2006.0,356768,휘발유,자동,6,전륜구동,중형,세단,초록색,좋음,3540000
319,chevrolet,silverado 2500 hd,2004.0,390338,휘발유,자동,8,전륜구동,대형,트럭,검은색,좋음,13080000
320,toyota,avalon hybrid limited,2013.0,303375,하이브리드,자동,4,후륜구동,대형,세단,빨간색,좋음,11985600
321,chevrolet,silverado 1500 ltz 4x4,2016.0,35933,휘발유,자동,8,사륜구동,대형,픽업트럭,빨간색,새거같음,47865600
322,chevrolet,silverado 1500 lt 4x4,2019.0,50660,휘발유,자동,8,사륜구동,대형,픽업트럭,은색,새거같음,51465600
323,jeep,wrangler unlimited sport,2017.0,44979,휘발유,자동,6,사륜구동,중형,SUV,검은색,훌륭함,40425600
324,jeep,wrangler unlimited,2016.0,135096,휘발유,자동,6,사륜구동,중형,SUV,흰색,좋음,32385600
325,jeep,wrangler unlimited rubicon,2015.0,86018,휘발유,자동,6,사륜구동,중형,SUV,회색,훌륭함,40665600
326,bmw,135i convertible,2013.0,214344,휘발유,자동,6,전륜구동,중형,SUV,회색,좋음,17865600
327,toyota,avalon xle,2019.0,29737,휘발유,자동,6,후륜구동,대형,세단,흰색,새거같음,37065600
328,honda,odyssey exl,2019.0,42636,휘발유,자동,6,후륜구동,중형,미니밴,흰색,훌륭함,39465600
329,ford,f150 xlt,2008.0,162418,휘발유,자동,8,사륜구동,대형,트럭,빨간색,새거같음,22800000
330,jeep,wrangler unlimited,2014.0,213779,휘발유,자동,6,사륜구동,대형,SUV,흰색,훌륭함,27540000
331,jeep,wrangler unlimited sahara,2015.0,109532,휘발유,자동,6,사륜구동,대형,SUV,흰색,훌륭함,40740000
332,ford,f350 crew cab 4x4,2016.0,151810,경유,자동,8,사륜구동,대형,트럭,흰색,좋음,46740000
333,chevrolet,silverado 1500 lt 4x4,2016.0,102610,휘발유,자동,6,사륜구동,대형,트럭,흰색,훌륭함,39540000
334,honda,odyssey,2006.0,241350,휘발유,자동,6,후륜구동,대형,미니밴,은색,훌륭함,5994000
335,toyota,yaris,2008.0,168945,휘발유,수동,4,후륜구동,소형,해치백,검은색,훌륭함,4680000
336,mazda,626,1997.0,310537,휘발유,자동,6,후륜구동,중형,세단,초록색,좋음,1800000
337,honda,accord ex,2014.0,160900,휘발유,자동,4,전륜구동,중형,세단,검은색,훌륭함,13200000
338,chevrolet,impala,2018.0,85125,휘발유,자동,6,후륜구동,대형,세단,은색,훌륭함,21960000
339,ford,f-250 sd,2000.0,353952,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,14280000
340,ford,f-350 sd,2006.0,227721,경유,자동,8,사륜구동,대형,트럭,기타,좋음,19080000
341,chevrolet,silverado 3500hd,2014.0,267573,경유,자동,8,사륜구동,대형,트럭,흰색,좋음,34680000
342,chevrolet,silverado 3500hd,2011.0,300923,경유,자동,8,사륜구동,대형,트럭,검은색,좋음,34680000
343,chevrolet,silverado classic 2500hd,2007.0,307479,휘발유,자동,8,전륜구동,대형,트럭,흰색,좋음,9480000
344,gmc,sierra 1500,2016.0,152855,휘발유,자동,8,사륜구동,대형,트럭,흰색,훌륭함,40800000
345,chevrolet,corvette stingray 1lt,2016.0,20714,휘발유,자동,8,전륜구동,중형,쿠페,빨간색,훌륭함,56265600
346,chevrolet,silverado 1500 ls 4dr,2004.0,205242,휘발유,자동,8,전륜구동,대형,픽업트럭,회색,훌륭함,11994000
347,honda,accord crosstour ex-l,2010.0,142364,휘발유,자동,6,전륜구동,중형,해치백,회색,좋음,13200000
348,nissan,pathfinder sv,2015.0,125360,휘발유,자동,6,후륜구동,대형,SUV,빨간색,새거같음,18126000
349,lexus,ls 400,1997.0,271921,휘발유,자동,8,전륜구동,대형,세단,흰색,훌륭함,5400000
350,ford,f350 super duty,2008.0,167432,휘발유,자동,8,전륜구동,대형,트럭,흰색,훌륭함,11400000
351,kia,soul,2017.0,74014,휘발유,자동,4,후륜구동,중형,해치백,흰색,훌륭함,14400000
352,jeep,wrangler,2004.0,216450,휘발유,자동,6,사륜구동,대형,SUV,기타,좋음,17400000
353,gmc,2500hd denali,2016.0,53919,경유,자동,8,사륜구동,대형,트럭,검은색,새거같음,65880000
354,ford,super duty f-650 straight frame,2016.0,119809,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,45588000
355,ford,super duty f-650 straight frame,2017.0,137025,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,49188000
356,ford,f-550,2013.0,83772,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,41988000
357,ford,super duty f-650 straight frame,2016.0,144383,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,44388000
358,ford,econoline,2012.0,109122,휘발유,자동,8,전륜구동,대형,트럭,흰색,좋음,19188000
359,ford,super duty f-650 straight frame,2017.0,151011,경유,자동,8,전륜구동,대형,트럭,흰색,좋음,47988000
360,ram,5500,2015.0,129899,경유,자동,6,사륜구동,대형,트럭,흰색,좋음,53988000
361,ford,super duty f-450 drw,2011.0,221206,경유,자동,8,사륜구동,대형,트럭,흰색,좋음,35988000
362,ford,f-250 super duty,2019.0,28406,휘발유,자동,8,사륜구동,대형,트럭,검은색,새거같음,52425600
363,bmw,x3 xdrive30i,2018.0,45653,휘발유,자동,4,후륜구동,중형,SUV,흰색,훌륭함,43080000
364,gmc,acadia slt-1,2013.0,145760,휘발유,자동,6,후륜구동,대형,SUV,검은색,좋음,16680000
365,hyundai,elantra touring gls,2010.0,161625,휘발유,자동,4,후륜구동,중형,해치백,빨간색,새거같음,6000000
366,nissan,versa sv,2014.0,101519,휘발유,자동,4,후륜구동,준중형,세단,흰색,훌륭함,8398800
367,ram,1500 4x4 truck,2012.0,118880,휘발유,자동,8,사륜구동,대형,트럭,빨간색,새거같음,22537200
368,honda,crv exl,2008.0,328236,휘발유,자동,4,후륜구동,중형,SUV,파란색,훌륭함,7620000
369,ford,super duty f-350 drw,2019.0,15948,휘발유,자동,8,사륜구동,대형,트럭,흰색,좋음,47880000
370,chevrolet,colorado,2017.0,122176,휘발유,자동,6,전륜구동,대형,트럭,파란색,좋음,28680000
371,ford,super duty f-350 drw,2019.0,24490,휘발유,자동,8,사륜구동,대형,트럭,흰색,좋음,47880000
372,jeep,wrangler unlimited,2015.0,135156,휘발유,자동,6,사륜구동,대형,SUV,흰색,새거같음,33000000
373,jeep,grand cherokee,2017.0,121080,휘발유,자동,6,전륜구동,대형,SUV,회색,훌륭함,28798800
374,honda,accord ex-l,2008.0,95622,휘발유,자동,4,후륜구동,중형,세단,빨간색,좋음,10680000
375,ford,mustang gt premium,2019.0,33789,휘발유,수동,8,전륜구동,준중형,쿠페,검은색,새거같음,42000000
376,toyota,camry hybrid,2007.0,152855,하이브리드,자동,4,후륜구동,중형,세단,회색,좋음,9000000
377,toyota,highlander xle,2016.0,180668,휘발유,자동,6,후륜구동,중형,SUV,회색,훌륭함,25862400
378,jeep,wrangler unlimited sahara,2012.0,199448,휘발유,자동,6,사륜구동,중형,SUV,흰색,훌륭함,27060000
379,cadillac,escalade,2012.0,228812,휘발유,자동,8,사륜구동,대형,SUV,갈색,훌륭함,22290000
380,ford,edge sel,2007.0,346739,휘발유,자동,6,후륜구동,중형,SUV,보라색,좋음,3840000
381,honda,odyssey exl,2011.0,276748,휘발유,자동,6,후륜구동,대형,미니밴,은색,훌륭함,9240000
382,buick,ranier,2004.0,344326,휘발유,자동,6,전륜구동,중형,SUV,은색,나쁨,1140000
383,chevrolet,sonic,2013.0,289620,휘발유,자동,4,사륜구동,대형,세단,회색,좋음,1920000
384,mazda,cx-9 touring,2008.0,222469,휘발유,자동,6,후륜구동,대형,SUV,흰색,좋음,11760000
385,ford,focus,2005.0,257440,휘발유,자동,4,사륜구동,준중형,해치백,빨간색,좋음,3600000
386,ford,f150,2002.0,422523,휘발유,자동,8,전륜구동,대형,트럭,흰색,나쁨,4200000
387,ford,five hundred,2005.0,442475,휘발유,자동,6,후륜구동,대형,세단,검은색,나쁨,1800000
388,chevrolet,silverado 1500,2005.0,323409,휘발유,자동,8,사륜구동,대형,트럭,기타,좋음,7800000
389,dodge,5500,2012.0,262267,경유,자동,6,전륜구동,대형,트럭,흰색,훌륭함,44400000
390,honda,civic,2006.0,302638,휘발유,자동,4,후륜구동,중형,세단,은색,좋음,5940000
391,pontiac,vibe,2009.0,307661,휘발유,자동,4,후륜구동,준중형,해치백,회색,훌륭함,5940000
392,ford,expedition el limited,2010.0,231696,휘발유,자동,8,사륜구동,대형,SUV,흰색,훌륭함,15480000
393,honda,accord exl,2011.0,166193,휘발유,자동,6,후륜구동,대형,세단,검은색,좋음,13080000
394,jeep,wrangler unlimited,2016.0,135096,휘발유,자동,6,사륜구동,중형,SUV,흰색,좋음,32385600
395,jeep,wrangler unlimited sport,2017.0,44979,휘발유,자동,6,사륜구동,중형,SUV,검은색,훌륭함,40425600
396,chevrolet,silverado 1500 ltz 4x4,2016.0,35933,휘발유,자동,8,사륜구동,대형,픽업트럭,빨간색,새거같음,47865600
397,chevrolet,silverado 1500 lt 4x4,2019.0,50660,휘발유,자동,8,사륜구동,대형,픽업트럭,은색,새거같음,51465600
398,honda,odyssey exl,2019.0,42636,휘발유,자동,6,후륜구동,중형,미니밴,흰색,훌륭함,40665600
399,jeep,wrangler unlimited rubicon,2015.0,86018,휘발유,자동,6,사륜구동,중형,SUV,회색,훌륭함,40665600
400,ford,explorer xlt,2017.0,103191,휘발유,자동,6,후륜구동,대형,SUV,회색,좋음,23760000
401,honda,civic lx,2012.0,207406,휘발유,자동,6,후륜구동,대형,세단,검은색,좋음,10680000
402,toyota,prius v hybrid,2012.0,203001,하이브리드,자동,4,후륜구동,준중형,해치백,은색,좋음,11760000
403,chevrolet,silverado 1500,2017.0,259563,휘발유,자동,8,전륜구동,대형,트럭,흰색,좋음,21000000
404,honda,odyssey exl,2016.0,91297,휘발유,자동,6,후륜구동,대형,미니밴,흰색,좋음,22200000
405,ford,f750,2019.0,304101,경유,자동,6,전륜구동,대형,트럭,흰색,새거,24600000
406,ford,f750,2006.0,296056,경유,자동,6,전륜구동,대형,트럭,흰색,훌륭함,24600000
407,dodge,5500,2012.0,262267,경유,자동,6,전륜구동,준중형,트럭,흰색,훌륭함,44400000
408,gmc,yukon xl,2015.0,117457,휘발유,자동,8,사륜구동,대형,SUV,은색,좋음,40740000
409,honda,accord,2006.0,442475,휘발유,자동,6,후륜구동,중형,세단,흰색,좋음,4200000
410,audi,q7 3.6 premium quattro,2008.0,289620,휘발유,자동,6,사륜구동,대형,SUV,검은색,훌륭함,11760000
411,bmw,3-series,2013.0,176777,휘발유,기타,6,사륜구동,중형,쿠페,검은색,훌륭함,18600000
412,ram,1500 laramie,2019.0,20917,경유,자동,6,사륜구동,대형,픽업트럭,흰색,새거같음,50280000
413,audi,a6,2001.0,255219,휘발유,자동,6,사륜구동,중형,세단,은색,나쁨,2160000
414,volkswagen,passat tdi se,2013.0,96733,휘발유,자동,4,후륜구동,대형,세단,검은색,훌륭함,11940000
415,mercedes-benz,gl450,2012.0,148229,휘발유,자동,8,사륜구동,대형,SUV,파란색,훌륭함,19500000
416,bmw,325ci,2006.0,241350,휘발유,자동,6,전륜구동,중형,컨버터블,빨간색,훌륭함,6240000
417,gmc,sierra 3500,2005.0,234865,경유,자동,8,사륜구동,대형,트럭,흰색,좋음,28680000
418,chevrolet,silverado 1500,2017.0,96416,휘발유,자동,8,사륜구동,대형,트럭,회색,좋음,46680000
419,ford,f-150,2016.0,148261,휘발유,자동,8,사륜구동,대형,트럭,흰색,좋음,34680000
420,hyundai,elantra se,2017.0,127489,휘발유,자동,4,후륜구동,중형,세단,은색,훌륭함,12840000
421,chevrolet,suburban,2016.0,76427,휘발유,자동,8,전륜구동,대형,SUV,검은색,훌륭함,46558800
422,ford,150,2017.0,77232,휘발유,자동,8,전륜구동,대형,픽업트럭,회색,새거같음,44400000
